gender,income,credit_score,loan_amount,employment_years,score,approved
F,76787.0,347,387245.0,10,0.4246,0
M,77456.0,783,351674.0,8,0.7258,1
F,40677.0,457,265791.0,13,0.3757,0
F,58412.0,450,208971.0,33,0.4976,0
F,53991.0,524,133984.0,28,0.5629,0
F,39888.0,559,197921.0,20,0.4529,0
M,67203.0,686,363930.0,4,0.5675,0
M,49247.0,555,286865.0,32,0.6192,1
F,73108.0,360,220369.0,8,0.3574,0
M,38596.0,695,292397.0,2,0.5712,0
M,94381.0,696,254561.0,13,0.7069,1
F,42073.0,461,239628.0,17,0.4306,0
F,64386.0,679,298056.0,11,0.4983,0
M,75837.0,742,251703.0,22,0.7834,1
F,48587.0,648,285855.0,13,0.4843,0
M,77049.0,330,216139.0,15,0.4103,0
F,35416.0,370,174587.0,36,0.4124,0
M,89042.0,696,145184.0,19,0.6158,1
F,60283.0,737,133269.0,19,0.6706,1
M,48072.0,301,39483.0,14,0.4619,0
M,54016.0,434,108806.0,24,0.4448,0
M,76178.0,445,105915.0,16,0.4161,0
F,48311.0,478,149265.0,11,0.417,0
M,45013.0,563,356224.0,38,0.657,1
M,55569.0,610,184244.0,6,0.4163,0
F,36461.0,503,224177.0,7,0.3343,0
F,96411.0,329,227332.0,23,0.5198,0
M,48672.0,358,358758.0,24,0.4846,0
M,76632.0,308,142441.0,20,0.5124,0
F,64189.0,623,177748.0,32,0.571,0
F,40309.0,466,189380.0,9,0.3799,0
F,59881.0,636,313653.0,21,0.5661,0
F,75680.0,678,334411.0,18,0.6565,1
F,56235.0,541,247458.0,28,0.5111,0
M,83862.0,459,323291.0,2,0.4306,0
F,80430.0,534,217766.0,38,0.6504,1
M,78378.0,752,182740.0,3,0.6643,1
M,50807.0,498,317872.0,36,0.5766,0
M,38403.0,776,248762.0,30,0.7259,1
F,47728.0,332,126447.0,5,0.3391,0
M,63925.0,707,299742.0,27,0.7127,1
M,70916.0,388,179151.0,9,0.4076,0
F,20000.0,520,166918.0,11,0.4062,0
M,59838.0,368,289300.0,1,0.3939,0
M,63162.0,593,191117.0,2,0.5077,0
F,54449.0,536,238896.0,0,0.4239,0
M,85825.0,459,266194.0,34,0.6667,1
M,68436.0,589,121706.0,23,0.6352,1
M,86204.0,832,238485.0,33,0.8771,1
F,55681.0,634,334947.0,19,0.5435,0
F,78750.0,801,104353.0,15,0.6405,1
F,92701.0,545,244991.0,29,0.6758,1
M,86234.0,622,117053.0,38,0.6234,1
M,38157.0,628,302140.0,24,0.6179,1
F,54926.0,846,301191.0,4,0.585,0
M,53097.0,638,164568.0,28,0.6792,1
M,69785.0,470,420963.0,36,0.5521,0
F,73727.0,409,310663.0,27,0.5045,0
F,43222.0,309,270693.0,22,0.3863,0
M,61357.0,501,265061.0,31,0.6119,1
M,20000.0,556,298393.0,17,0.4486,0
M,88839.0,561,100436.0,34,0.6533,1
F,49753.0,729,219461.0,23,0.6536,1
F,61117.0,806,238319.0,27,0.6955,1
F,53807.0,365,159986.0,35,0.3707,0
F,82921.0,334,246480.0,20,0.3972,0
M,20000.0,790,323169.0,4,0.624,1
F,59668.0,553,157823.0,25,0.5326,0
F,57884.0,316,194558.0,22,0.3168,0
F,50927.0,560,117941.0,32,0.548,0
F,94525.0,555,21301.0,25,0.5924,0
F,42253.0,723,277893.0,21,0.5562,0
M,75436.0,800,197427.0,19,0.7961,1
M,67125.0,585,204758.0,1,0.4849,0
F,85230.0,306,101323.0,17,0.3817,0
M,46656.0,796,181450.0,4,0.6006,1
F,45341.0,498,309659.0,31,0.4257,0
F,81921.0,717,200082.0,10,0.6135,1
M,68506.0,351,202918.0,20,0.4297,0
M,29101.0,542,220753.0,21,0.3955,0
F,49214.0,518,76362.0,2,0.3136,0
F,67728.0,817,262492.0,8,0.6196,1
F,76755.0,408,74480.0,1,0.4216,0
M,46415.0,650,106038.0,27,0.6729,1
F,20000.0,365,95079.0,33,0.4375,0
F,70464.0,309,182478.0,9,0.3376,0
F,35594.0,501,164755.0,18,0.4572,0
M,20000.0,513,199877.0,28,0.5267,0
F,20000.0,367,109474.0,1,0.2141,0
F,76280.0,626,300550.0,5,0.4727,0
M,62572.0,349,283403.0,6,0.3799,0
F,55487.0,316,182619.0,35,0.4059,0
F,87780.0,822,152163.0,7,0.566,0
M,72746.0,605,142064.0,18,0.635,1
F,92326.0,691,168986.0,9,0.6119,1
M,32145.0,423,59975.0,32,0.4217,0
M,59309.0,803,104039.0,36,0.7297,1
F,27666.0,524,286012.0,37,0.5516,0
F,55412.0,617,230181.0,26,0.5188,0
F,55028.0,772,363427.0,28,0.678,1
F,72532.0,840,170080.0,18,0.735,1
M,60911.0,657,163849.0,17,0.5898,0
F,72468.0,782,159210.0,22,0.7118,1
M,74069.0,728,168084.0,0,0.5641,0
F,103099.0,796,134005.0,2,0.6164,1
F,53694.0,771,227099.0,9,0.5999,0
F,41180.0,599,202910.0,6,0.4777,0
M,64922.0,383,149009.0,25,0.435,0
F,43954.0,676,325115.0,15,0.4726,0
F,89639.0,612,389658.0,38,0.6082,1
F,54336.0,619,316658.0,31,0.6844,1
F,48688.0,503,255812.0,11,0.4021,0
M,50574.0,654,276177.0,7,0.5106,0
F,74368.0,593,385642.0,7,0.51,0
M,56845.0,803,276032.0,10,0.5749,0
M,47167.0,444,141481.0,32,0.5232,0
M,93307.0,838,239227.0,24,0.8033,1
M,42877.0,316,262624.0,16,0.3316,0
M,60711.0,338,100528.0,30,0.4321,0
M,73046.0,429,171507.0,18,0.4831,0
F,27373.0,414,310039.0,14,0.3301,0
M,69605.0,749,17651.0,34,0.739,1
M,38898.0,344,74957.0,38,0.426,0
M,76456.0,515,182359.0,1,0.3976,0
F,40747.0,714,235368.0,33,0.709,1
F,73855.0,564,64237.0,24,0.497,0
M,82117.0,739,187321.0,37,0.7826,1
F,77229.0,680,315377.0,3,0.5226,0
M,65026.0,600,206865.0,15,0.5515,0
M,55374.0,470,293909.0,31,0.5564,0
F,48472.0,705,140789.0,14,0.5396,0
M,89421.0,654,119008.0,13,0.6131,1
F,46010.0,460,284887.0,14,0.4623,0
F,39259.0,325,236927.0,6,0.2324,0
M,73307.0,382,81440.0,6,0.3829,0
M,44077.0,472,119916.0,7,0.4744,0
F,40999.0,369,356458.0,18,0.339,0
M,31128.0,305,107544.0,17,0.3387,0
M,50342.0,494,293433.0,16,0.4659,0
M,58346.0,824,152181.0,17,0.7596,1
F,64862.0,362,199682.0,18,0.4446,0
F,79026.0,312,229459.0,39,0.4378,0
M,70538.0,504,10000.0,12,0.583,0
F,56183.0,339,53728.0,10,0.2254,0
F,56036.0,464,208633.0,6,0.3032,0
F,70203.0,330,127569.0,26,0.3502,0
F,85451.0,828,299658.0,36,0.7401,1
F,62526.0,697,39388.0,4,0.5022,0
M,50617.0,758,256526.0,7,0.5532,0
M,40143.0,522,62378.0,9,0.4018,0
M,31096.0,377,164790.0,36,0.5215,0
F,73325.0,727,93562.0,25,0.6444,1
F,71560.0,724,390243.0,14,0.6399,1
M,71547.0,686,66051.0,15,0.6789,1
F,57427.0,538,187794.0,28,0.5474,0
M,88139.0,389,27316.0,27,0.5777,0
M,50318.0,684,359957.0,9,0.5602,0
M,79105.0,438,240128.0,39,0.5558,0
F,59225.0,823,213697.0,3,0.5142,0
F,47833.0,543,347431.0,39,0.4858,0
M,71851.0,804,214742.0,13,0.7305,1
M,68193.0,721,221957.0,32,0.7404,1
M,67139.0,481,213173.0,17,0.367,0
M,61626.0,494,256363.0,11,0.5164,0
F,59242.0,352,150756.0,9,0.3404,0
F,107767.0,478,178571.0,20,0.4937,0
M,83685.0,592,281033.0,32,0.634,1
M,74457.0,674,227737.0,13,0.6053,1
F,62236.0,358,188576.0,8,0.3997,0
F,80143.0,353,59948.0,25,0.4511,0
M,70360.0,544,349805.0,14,0.5059,0
M,60524.0,448,133855.0,20,0.6117,1
M,53929.0,667,298724.0,21,0.6741,1
F,58382.0,315,217575.0,4,0.3378,0
F,20000.0,475,70655.0,15,0.4328,0
F,64212.0,839,325228.0,34,0.8189,1
M,50230.0,705,225454.0,4,0.5811,0
M,91853.0,766,333535.0,25,0.7644,1
F,60387.0,428,181759.0,25,0.4727,0
F,36221.0,522,270405.0,4,0.3124,0
M,59002.0,543,23747.0,35,0.5209,0
F,39078.0,725,149978.0,23,0.6356,1
F,69468.0,653,72701.0,14,0.6493,1
M,65819.0,625,162522.0,29,0.6425,1
F,79157.0,302,247181.0,4,0.3858,0
M,44182.0,778,139542.0,39,0.8457,1
M,60680.0,380,286384.0,21,0.4437,0
M,32700.0,343,114339.0,32,0.5213,0
M,74030.0,454,288524.0,4,0.4797,0
M,70377.0,835,330976.0,31,0.7855,1
M,69916.0,398,301353.0,22,0.5256,0
M,60032.0,696,165581.0,9,0.6088,1
F,68295.0,470,10000.0,35,0.4558,0
M,92087.0,447,258217.0,16,0.6555,1
M,54298.0,422,187477.0,26,0.456,0
F,62773.0,411,102161.0,7,0.3807,0
F,38277.0,429,144372.0,39,0.5965,0
F,42635.0,367,343443.0,5,0.2912,0
M,61956.0,844,86266.0,6,0.6323,1
F,82079.0,585,246831.0,25,0.5987,0
M,54874.0,304,221796.0,16,0.3738,0
M,55282.0,417,164261.0,36,0.6194,1
M,51862.0,529,264453.0,22,0.5072,0
M,49305.0,459,363225.0,26,0.4954,0
F,65899.0,593,170403.0,39,0.6382,1
F,30055.0,485,175682.0,18,0.356,0
M,85619.0,523,262206.0,26,0.5885,0
M,46692.0,451,291824.0,24,0.4782,0
M,74438.0,439,187229.0,39,0.5515,0
F,34600.0,666,169463.0,24,0.5326,0
M,73377.0,427,10000.0,20,0.5482,0
M,73439.0,650,122199.0,24,0.5625,0
F,67684.0,446,86069.0,6,0.4446,0
F,40111.0,584,268462.0,34,0.5475,0
M,64991.0,768,175610.0,5,0.6406,1
F,36339.0,517,171698.0,39,0.6037,1
F,54945.0,735,199094.0,14,0.5378,0
M,80588.0,444,112982.0,23,0.5696,0
F,75934.0,576,355325.0,3,0.4023,0
M,60304.0,359,329819.0,6,0.3117,0
F,40504.0,674,361811.0,29,0.5899,0
M,72912.0,703,268342.0,16,0.6449,1
M,60388.0,413,197052.0,37,0.6168,1
M,20000.0,794,361473.0,29,0.6183,1
F,75653.0,635,131903.0,38,0.7065,1
M,59515.0,584,112879.0,8,0.5019,0
F,84049.0,428,139849.0,18,0.4608,0
M,38095.0,614,252287.0,12,0.421,0
M,20000.0,370,123789.0,36,0.466,0
F,65582.0,644,184463.0,18,0.604,1
M,65831.0,397,39814.0,5,0.3912,0
M,26187.0,599,248110.0,11,0.4774,0
F,40430.0,475,48290.0,14,0.5016,0
M,115104.0,374,106784.0,2,0.4492,0
M,53888.0,442,321717.0,3,0.3156,0
M,74619.0,322,318032.0,36,0.4515,0
M,46987.0,480,237431.0,37,0.6603,1
F,20000.0,344,227566.0,5,0.231,0
F,56595.0,768,146904.0,27,0.7109,1
M,54688.0,391,122710.0,7,0.377,0
F,52002.0,568,163776.0,30,0.581,0
M,57707.0,333,48635.0,20,0.4088,0
F,65285.0,663,225245.0,28,0.6198,1
M,56998.0,432,204883.0,14,0.4814,0
M,34720.0,681,106658.0,23,0.5539,0
M,69724.0,576,356868.0,20,0.6069,1
M,21013.0,455,260691.0,22,0.4678,0
M,20000.0,686,269184.0,30,0.5555,0
M,74784.0,834,151266.0,33,0.951,1
F,70140.0,499,199867.0,27,0.5149,0
M,58852.0,574,262737.0,31,0.5775,0
F,32091.0,800,215278.0,21,0.6972,1
M,45842.0,758,360190.0,2,0.5115,0
F,54745.0,349,179621.0,8,0.2962,0
F,28082.0,831,149544.0,5,0.563,0
F,45219.0,391,263425.0,0,0.2678,0
M,73047.0,755,73535.0,21,0.7349,1
M,88546.0,638,292430.0,3,0.6002,1
F,51611.0,352,69929.0,7,0.2802,0
M,75130.0,795,263858.0,36,0.8837,1
F,21719.0,303,135173.0,18,0.2853,0
M,73189.0,580,247658.0,0,0.5109,0
F,43921.0,589,290734.0,23,0.5078,0
F,66147.0,372,215342.0,16,0.3757,0
M,55045.0,436,80038.0,31,0.5404,0
F,86408.0,692,110322.0,13,0.694,1
M,42511.0,507,127134.0,16,0.5129,0
F,72552.0,559,10499.0,31,0.54,0
F,54410.0,562,312748.0,32,0.5761,0
M,56834.0,804,211011.0,29,0.7251,1
M,56323.0,849,86448.0,33,0.8474,1
M,43087.0,502,345567.0,27,0.5393,0
F,59718.0,646,129867.0,23,0.5135,0
M,58747.0,351,225057.0,13,0.4299,0
F,64825.0,655,117473.0,33,0.606,1
F,61690.0,818,10000.0,0,0.5939,0
M,75960.0,662,63556.0,21,0.7062,1
M,78470.0,344,155151.0,32,0.5158,0
F,38988.0,677,289830.0,17,0.5336,0
F,77375.0,711,234653.0,38,0.7328,1
M,36273.0,441,214021.0,11,0.3857,0
M,71757.0,557,10000.0,9,0.5348,0
M,72395.0,336,327009.0,1,0.3717,0
M,21774.0,344,222368.0,1,0.2457,0
M,61860.0,345,188058.0,5,0.4306,0
F,50630.0,600,313242.0,19,0.4378,0
F,44825.0,587,324750.0,37,0.6379,1
F,87017.0,568,315459.0,27,0.6686,1
F,46926.0,361,175291.0,2,0.3322,0
M,43872.0,541,99652.0,36,0.5612,0
M,61514.0,653,298892.0,36,0.7496,1
M,73712.0,370,63495.0,24,0.6034,1
F,57167.0,712,394726.0,22,0.6056,1
F,83327.0,360,202800.0,12,0.3967,0
M,70620.0,751,93912.0,23,0.7512,1
M,20000.0,692,76813.0,2,0.4534,0
F,49411.0,828,72240.0,37,0.6695,1
F,48763.0,604,214036.0,27,0.5845,0
M,69587.0,490,199361.0,25,0.5694,0
M,20000.0,377,76408.0,19,0.3449,0
F,110980.0,824,164354.0,26,0.8004,1
M,70621.0,600,63206.0,0,0.4914,0
M,62978.0,316,258930.0,9,0.3941,0
M,83631.0,733,194541.0,9,0.6611,1
F,106873.0,342,162160.0,0,0.3682,0
F,77415.0,367,71189.0,31,0.4863,0
F,78976.0,679,169984.0,31,0.5852,0
F,62614.0,511,158527.0,26,0.4494,0
F,57169.0,502,231773.0,12,0.5309,0
F,50484.0,408,216702.0,16,0.4649,0
F,43478.0,583,279206.0,27,0.5293,0
M,46260.0,524,151542.0,24,0.5691,0
M,32989.0,417,13959.0,35,0.4363,0
M,58483.0,639,299109.0,1,0.4443,0
M,26307.0,580,106397.0,31,0.4383,0
M,63818.0,790,89308.0,31,0.7115,1
M,59273.0,318,195688.0,5,0.3185,0
M,62939.0,474,230227.0,30,0.6086,1
F,49557.0,768,146916.0,8,0.5544,0
F,121537.0,441,146131.0,15,0.53,0
M,87202.0,762,160897.0,24,0.7305,1
M,35109.0,597,341654.0,39,0.6421,1
F,64657.0,769,199732.0,27,0.6661,1
M,47840.0,672,103204.0,16,0.61,1
M,39710.0,767,104222.0,30,0.5738,0
F,33199.0,737,174912.0,22,0.5931,0
M,68644.0,742,223786.0,30,0.7317,1
F,46372.0,755,248398.0,25,0.722,1
M,79357.0,547,212416.0,3,0.5172,0
F,79876.0,441,115813.0,38,0.6487,1
F,87478.0,701,157606.0,14,0.5742,0
F,42952.0,521,273391.0,36,0.5132,0
M,69507.0,483,85391.0,37,0.7073,1
F,72649.0,663,153425.0,22,0.5971,0
M,50516.0,487,259746.0,4,0.3918,0
M,44565.0,412,287528.0,24,0.4803,0
M,92190.0,480,180708.0,29,0.6252,1
M,64550.0,498,158879.0,25,0.6265,1
F,72719.0,369,67788.0,2,0.296,0
F,43558.0,784,252564.0,3,0.5786,0
M,35614.0,698,331878.0,17,0.6866,1
M,48611.0,309,456515.0,36,0.5406,0
F,57520.0,302,238645.0,10,0.4043,0
M,38716.0,777,194912.0,10,0.6157,1
F,59803.0,366,108019.0,35,0.5102,0
M,26230.0,396,12114.0,15,0.3586,0
M,37599.0,830,217696.0,24,0.8378,1
F,73418.0,617,435034.0,0,0.5179,0
M,72076.0,397,327081.0,25,0.5281,0
F,52162.0,356,311656.0,29,0.4299,0
M,39645.0,406,224560.0,5,0.2667,0
M,39452.0,387,235952.0,26,0.3583,0
M,52535.0,670,10000.0,18,0.5583,0
F,72890.0,674,276251.0,37,0.6637,1
M,78565.0,351,142066.0,18,0.4968,0
M,50069.0,340,129827.0,38,0.5555,0
M,36930.0,390,167674.0,31,0.4898,0
M,65357.0,338,164300.0,0,0.363,0
F,43529.0,312,128236.0,24,0.3598,0
F,49635.0,403,201387.0,12,0.4263,0
M,86506.0,342,144172.0,9,0.3894,0
F,76542.0,508,210032.0,17,0.4829,0
M,63159.0,775,51282.0,35,0.7852,1
M,34562.0,408,178594.0,21,0.4082,0
M,64228.0,513,90370.0,5,0.3985,0
F,81253.0,708,135855.0,26,0.6862,1
F,52487.0,376,214340.0,7,0.4476,0
F,87022.0,394,39600.0,23,0.4829,0
F,85855.0,568,117759.0,19,0.5953,0
F,93275.0,660,256896.0,21,0.6162,1
F,66105.0,829,58682.0,8,0.6467,1
F,71748.0,461,377787.0,39,0.5031,0
F,88284.0,764,320441.0,38,0.7179,1
F,68948.0,847,150547.0,18,0.7222,1
M,49975.0,486,121279.0,0,0.399,0
F,51029.0,351,220194.0,10,0.2498,0
F,64771.0,787,55254.0,9,0.5841,0
F,34189.0,830,10000.0,0,0.5857,0
F,57135.0,695,154066.0,26,0.5932,0
F,81931.0,391,186595.0,16,0.3195,0
F,20000.0,656,209443.0,16,0.5837,0
F,90690.0,443,138526.0,38,0.5923,0
F,82447.0,498,327395.0,1,0.5031,0
F,50805.0,622,50486.0,22,0.5697,0
F,70868.0,631,86174.0,9,0.49,0
F,60063.0,563,248664.0,29,0.584,0
M,84600.0,516,83835.0,34,0.6663,1
M,79654.0,733,79968.0,24,0.8124,1
F,31999.0,759,212335.0,16,0.6387,1
F,71745.0,802,94648.0,18,0.7037,1
M,55887.0,768,186692.0,17,0.6898,1
F,61657.0,665,130014.0,17,0.5727,0
M,45437.0,538,113834.0,34,0.5756,0
M,94963.0,695,10000.0,9,0.7001,1
M,80801.0,694,213956.0,22,0.6683,1
M,45205.0,374,75281.0,21,0.4307,0
M,33308.0,397,183176.0,8,0.3769,0
F,52287.0,682,148790.0,31,0.6033,1
M,68690.0,669,179349.0,25,0.6492,1
F,64804.0,584,185032.0,28,0.5809,0
F,85063.0,555,219363.0,18,0.5401,0
M,75798.0,608,127224.0,28,0.7341,1
M,79391.0,475,324270.0,34,0.5421,0
F,66537.0,527,15260.0,11,0.4929,0
M,32214.0,646,177341.0,7,0.4892,0
M,56086.0,641,283623.0,24,0.6138,1
F,81202.0,538,247677.0,26,0.4494,0
F,58970.0,649,102516.0,5,0.458,0
M,70062.0,754,119175.0,12,0.6846,1
F,53625.0,740,99321.0,10,0.5311,0
M,39404.0,814,259923.0,37,0.7491,1
M,57533.0,380,126008.0,5,0.3696,0
M,66181.0,660,225512.0,4,0.5676,0
F,46886.0,587,226430.0,6,0.5288,0
F,55286.0,307,436839.0,18,0.3499,0
F,41211.0,386,231325.0,5,0.4584,0
F,82385.0,585,118886.0,24,0.717,1
F,54111.0,698,53985.0,8,0.6137,1
M,89055.0,373,172415.0,19,0.5489,0
M,90575.0,738,188091.0,24,0.7573,1
M,58379.0,422,10000.0,7,0.4967,0
M,39831.0,676,128615.0,36,0.793,1
F,20000.0,442,229735.0,37,0.4806,0
M,30559.0,457,146764.0,1,0.383,0
F,32523.0,729,296862.0,21,0.6212,1
M,87569.0,747,44164.0,35,0.7907,1
F,62316.0,709,267688.0,3,0.5994,0
F,67792.0,670,291389.0,0,0.4342,0
M,20000.0,408,295650.0,32,0.4972,0
M,36041.0,335,43414.0,23,0.3567,0
M,77742.0,389,231455.0,4,0.4135,0
M,65735.0,714,133125.0,34,0.7018,1
F,57056.0,595,59386.0,25,0.5578,0
M,71297.0,345,158613.0,25,0.4011,0
M,92716.0,787,109502.0,4,0.702,1
F,55579.0,469,292075.0,17,0.425,0
M,61387.0,445,251306.0,24,0.577,0
M,63852.0,719,84756.0,39,0.761,1
M,107842.0,302,127578.0,37,0.6165,1
M,20000.0,562,161930.0,20,0.4873,0
M,73664.0,620,192759.0,23,0.6802,1
F,57704.0,545,300638.0,27,0.6476,1
M,71335.0,776,269078.0,3,0.5903,0
M,46853.0,558,205139.0,7,0.5241,0
M,59021.0,392,173935.0,32,0.4669,0
M,74228.0,832,22665.0,2,0.6539,1
M,122258.0,638,329200.0,19,0.6113,1
F,76161.0,559,155290.0,34,0.6463,1
M,43039.0,536,355484.0,38,0.5903,0
F,51525.0,440,219611.0,6,0.4035,0
F,50932.0,779,402528.0,26,0.6799,1
M,24087.0,649,260632.0,4,0.4759,0
M,53398.0,429,56798.0,36,0.6013,1
M,74657.0,836,138558.0,0,0.7069,1
M,34515.0,310,183087.0,21,0.3682,0
F,80970.0,556,112622.0,6,0.5335,0
M,69755.0,668,162294.0,7,0.5712,0
M,45315.0,693,63306.0,29,0.5336,0
M,57169.0,718,200572.0,27,0.7039,1
M,91966.0,318,223741.0,25,0.4676,0
M,74671.0,409,99589.0,33,0.5484,0
M,60176.0,736,394025.0,31,0.6273,1
F,55246.0,804,206351.0,21,0.6758,1
F,61532.0,333,118326.0,19,0.3487,0
M,49765.0,587,37046.0,13,0.5088,0
M,20000.0,554,205994.0,22,0.5687,0
M,100844.0,433,173951.0,2,0.3606,0
F,63106.0,798,278304.0,18,0.6727,1
M,67963.0,696,185663.0,13,0.6459,1
F,58842.0,786,80628.0,39,0.7575,1
M,45298.0,512,367072.0,38,0.6644,1
M,56282.0,649,243562.0,36,0.7404,1
M,28012.0,318,174589.0,34,0.4556,0
M,105542.0,418,216464.0,0,0.4166,0
F,35310.0,601,247404.0,18,0.4741,0
F,39361.0,584,57114.0,14,0.4714,0
M,51195.0,526,215769.0,24,0.4396,0
M,85762.0,806,154988.0,0,0.6277,1
F,60290.0,800,250730.0,30,0.7708,1
F,35277.0,511,125982.0,36,0.5139,0
F,85087.0,655,139530.0,21,0.6583,1
F,74620.0,786,366287.0,19,0.7129,1
M,70769.0,620,323091.0,4,0.6014,1
F,74315.0,522,10000.0,14,0.4726,0
M,107887.0,490,315676.0,1,0.4924,0
F,103702.0,799,192635.0,11,0.696,1
F,46266.0,794,129182.0,6,0.5267,0
F,92478.0,536,99283.0,1,0.424,0
F,67663.0,321,105088.0,7,0.3754,0
F,69982.0,626,132006.0,8,0.4784,0
M,26155.0,844,87287.0,26,0.7412,1
M,56592.0,426,64540.0,27,0.5403,0
F,43744.0,664,95962.0,36,0.6357,1
F,76561.0,343,232339.0,14,0.4,0
M,81422.0,818,205009.0,18,0.7774,1
F,20000.0,427,255586.0,29,0.4981,0
F,59559.0,429,193363.0,12,0.3547,0
M,82437.0,828,69332.0,5,0.6369,1
F,56266.0,620,249444.0,29,0.5892,0
F,74581.0,485,99531.0,0,0.4149,0
M,67023.0,647,264661.0,37,0.7302,1
M,66833.0,780,83408.0,24,0.815,1
M,54574.0,660,131252.0,34,0.6422,1
F,35668.0,586,163861.0,25,0.4406,0
M,37569.0,481,267440.0,12,0.475,0
M,74187.0,750,217600.0,18,0.7036,1
M,60389.0,396,202000.0,9,0.4117,0
M,57230.0,613,388567.0,6,0.5668,0
M,51522.0,845,16302.0,14,0.6127,1
M,53896.0,320,96162.0,22,0.3425,0
F,80938.0,796,91881.0,35,0.6646,1
F,53295.0,702,22935.0,30,0.6074,1
M,33179.0,423,128048.0,7,0.4447,0
M,74873.0,418,268777.0,29,0.479,0
M,55902.0,776,140835.0,33,0.7573,1
F,60628.0,402,166700.0,32,0.5027,0
F,92152.0,632,27745.0,0,0.5873,0
F,59589.0,758,120347.0,15,0.5672,0
F,65784.0,429,153830.0,10,0.3559,0
F,36422.0,433,264240.0,26,0.4911,0
F,55607.0,456,32508.0,21,0.403,0
F,72191.0,724,154499.0,39,0.7896,1
F,28893.0,734,308682.0,18,0.5829,0
F,64017.0,688,155492.0,5,0.4375,0
M,62016.0,617,10000.0,39,0.7336,1
M,60826.0,804,327918.0,38,0.8268,1
M,80743.0,489,273490.0,19,0.5417,0
M,66689.0,710,286940.0,2,0.5464,0
F,89561.0,351,25622.0,0,0.4216,0
F,40128.0,745,351246.0,22,0.486,0
M,62718.0,743,122672.0,37,0.6905,1
F,61689.0,681,149056.0,2,0.4767,0
M,38615.0,673,129722.0,33,0.693,1
F,79126.0,674,294694.0,16,0.595,0
M,106493.0,688,182020.0,26,0.7091,1
F,59660.0,778,248174.0,38,0.7636,1
F,70100.0,703,207590.0,22,0.5418,0
M,61690.0,767,190496.0,37,0.7969,1
F,45728.0,804,105322.0,10,0.5765,0
M,23585.0,382,381214.0,14,0.4136,0
M,45885.0,618,53661.0,25,0.632,1
M,32161.0,366,241225.0,10,0.4016,0
M,94082.0,713,237666.0,6,0.61,1
F,57698.0,752,315436.0,7,0.5271,0
F,53082.0,497,338809.0,4,0.4017,0
F,77783.0,558,186261.0,16,0.452,0
M,37565.0,597,253039.0,22,0.6783,1
F,44663.0,579,376487.0,1,0.493,0
M,61361.0,599,193482.0,26,0.5466,0
F,80575.0,428,93357.0,20,0.484,0
F,70034.0,797,161553.0,6,0.663,1
F,64967.0,737,69535.0,37,0.6964,1
M,61562.0,591,237182.0,25,0.5775,0
F,68005.0,506,306446.0,29,0.6037,1
F,64033.0,593,187896.0,11,0.5675,0
M,39401.0,328,37904.0,10,0.2714,0
F,60922.0,478,302165.0,16,0.4584,0
M,38526.0,340,22370.0,9,0.3468,0
F,61622.0,769,45405.0,15,0.5319,0
M,50387.0,491,182166.0,14,0.4041,0
M,110788.0,643,225179.0,14,0.6184,1
F,59202.0,577,242225.0,19,0.524,0
M,31915.0,654,193386.0,3,0.5622,0
M,57316.0,828,376004.0,31,0.639,1
M,70387.0,385,206517.0,21,0.493,0
M,93467.0,616,303467.0,34,0.6749,1
M,48211.0,636,278695.0,13,0.588,0
M,28351.0,444,70713.0,29,0.5496,0
F,76337.0,614,183027.0,30,0.6781,1
M,32388.0,524,412332.0,9,0.4469,0
M,51277.0,722,149565.0,5,0.5598,0
F,54848.0,353,132538.0,26,0.4866,0
F,58607.0,367,217058.0,10,0.3372,0
F,73783.0,633,153148.0,35,0.6608,1
F,46327.0,376,120630.0,9,0.3126,0
F,54525.0,838,151672.0,15,0.6665,1
F,59715.0,454,343201.0,23,0.4033,0
F,62992.0,371,186338.0,20,0.398,0
M,61957.0,800,67192.0,39,0.8131,1
M,68720.0,746,48825.0,35,0.8186,1
F,76877.0,658,420680.0,22,0.6038,1
M,67853.0,576,177667.0,20,0.4679,0
M,69072.0,612,243458.0,31,0.6391,1
M,28356.0,404,122862.0,16,0.4831,0
F,61005.0,394,232099.0,16,0.4111,0
F,69590.0,518,345933.0,20,0.4729,0
M,74579.0,427,134774.0,3,0.3776,0
F,46153.0,499,245859.0,22,0.4914,0
M,46819.0,631,59425.0,24,0.577,0
M,48518.0,846,402287.0,31,0.7768,1
M,70728.0,591,226854.0,5,0.4904,0
M,80678.0,365,158721.0,13,0.4061,0
F,51851.0,703,170213.0,37,0.657,1
F,78159.0,445,148996.0,37,0.5579,0
F,62470.0,829,154109.0,15,0.6536,1
M,57514.0,701,10000.0,31,0.6897,1
F,55772.0,424,190203.0,15,0.4629,0
M,74932.0,813,186012.0,18,0.7102,1
F,66512.0,631,248866.0,36,0.7229,1
M,105517.0,779,147686.0,20,0.7584,1
M,42956.0,697,122896.0,14,0.5613,0
M,70362.0,329,199223.0,25,0.4889,0
F,49416.0,355,38763.0,29,0.4654,0
F,42614.0,431,214342.0,39,0.4716,0
F,59783.0,530,13818.0,14,0.3997,0
F,62747.0,694,312082.0,12,0.6122,1
M,118363.0,451,268427.0,26,0.6898,1
F,56317.0,801,107381.0,22,0.6925,1
F,37396.0,805,266114.0,33,0.6574,1
M,65460.0,685,211151.0,33,0.7085,1
